,Rooms,Type,Price,Method,SellerG,Sold_Year,Distance,Bathroom,Car,Landsize,CouncilArea,Regionname,Propertycount
260,3,u,730000.0,SP,Barlow,2016,13.8,2.0,1.0,70.0,Hobsons Bay City Council,Western Metropolitan,5301.0
261,3,h,678000.0,S,hockingstuart,2016,13.8,1.0,2.0,606.0,Hobsons Bay City Council,Western Metropolitan,5301.0
262,2,u,580000.0,PI,Biggin,2016,13.8,2.0,1.0,175.0,Hobsons Bay City Council,Western Metropolitan,5301.0
263,3,h,712000.0,S,hockingstuart,2016,13.8,1.0,2.0,363.0,Hobsons Bay City Council,Western Metropolitan,5301.0
264,3,h,840000.0,SP,Greg,2017,13.8,2.0,2.0,534.0,Hobsons Bay City Council,Western Metropolitan,5301.0
265,3,h,980000.0,S,Barlow,2016,13.8,1.0,2.0,724.0,Hobsons Bay City Council,Western Metropolitan,5301.0
266,4,h,1000000.0,S,Barlow,2016,13.8,2.0,2.0,593.4889333778223,Hobsons Bay City Council,Western Metropolitan,5301.0
267,3,t,605100.0,S,hockingstuart,2016,13.8,2.0,0.0,265.0,Hobsons Bay City Council,Western Metropolitan,5301.0
268,3,h,880000.0,PI,Barlow,2016,13.8,3.0,1.0,577.0,Hobsons Bay City Council,Western Metropolitan,5301.0
269,3,u,577000.0,S,Williams,2016,13.8,2.0,1.0,205.0,Hobsons Bay City Council,Western Metropolitan,5301.0
271,4,h,1030000.0,S,Barlow,2017,13.8,1.0,0.0,797.0,Hobsons Bay City Council,Western Metropolitan,5301.0
272,3,u,605000.0,S,Barlow,2017,13.8,1.0,2.0,181.0,Hobsons Bay City Council,Western Metropolitan,5301.0
273,3,h,685000.0,S,Barlow,2017,13.8,2.0,2.0,593.4889333778223,Hobsons Bay City Council,Western Metropolitan,5301.0
275,3,h,753000.0,S,Barlow,2016,13.8,2.0,2.0,529.0,Hobsons Bay City Council,Western Metropolitan,5301.0
276,2,h,857000.0,SP,hockingstuart,2016,13.8,2.0,1.0,675.0,Hobsons Bay City Council,Western Metropolitan,5301.0
277,3,h,1500000.0,S,Barlow,2016,13.8,1.0,1.0,929.0,Hobsons Bay City Council,Western Metropolitan,5301.0
278,3,u,730000.0,SP,Barlow,2016,13.8,2.0,1.0,70.0,Hobsons Bay City Council,Western Metropolitan,5301.0
279,3,h,900000.0,S,Sweeney,2016,13.8,1.0,4.0,697.0,Hobsons Bay City Council,Western Metropolitan,5301.0
280,3,h,740000.0,S,Greg,2016,13.8,1.0,2.0,604.0,Hobsons Bay City Council,Western Metropolitan,5301.0
281,4,h,931000.0,S,Sweeney,2016,13.8,2.0,3.0,532.0,Hobsons Bay City Council,Western Metropolitan,5301.0
282,2,h,535600.0,SP,Compton,2016,13.8,1.0,1.0,154.0,Hobsons Bay City Council,Western Metropolitan,5301.0
284,5,h,1085000.0,S,FN,2016,11.1,3.0,6.0,592.0,Hobsons Bay City Council,Western Metropolitan,5132.0
285,3,h,781000.0,S,Jas,2016,11.1,1.0,2.0,533.0,Hobsons Bay City Council,Western Metropolitan,5132.0
286,4,h,857500.0,S,hockingstuart,2016,11.1,2.0,2.0,593.4889333778223,Hobsons Bay City Council,Western Metropolitan,5132.0
287,4,h,960000.0,S,Sweeney,2017,11.1,2.0,2.0,593.4889333778223,Hobsons Bay City Council,Western Metropolitan,5132.0
288,3,h,750000.0,SP,Jas,2017,11.1,1.0,3.0,554.0,Hobsons Bay City Council,Western Metropolitan,5132.0
289,2,t,421000.0,S,hockingstuart,2017,11.1,1.0,1.0,77.0,Hobsons Bay City Council,Western Metropolitan,5132.0
290,3,h,1405000.0,S,Sweeney,2017,11.1,1.0,3.0,655.0,Hobsons Bay City Council,Western Metropolitan,5132.0
292,3,h,683000.0,S,FN,2016,11.1,1.0,2.0,534.0,Hobsons Bay City Council,Western Metropolitan,5132.0
294,3,h,623000.0,S,Sweeney,2016,11.1,1.0,3.0,540.0,Hobsons Bay City Council,Western Metropolitan,5132.0
295,3,h,720000.0,VB,Greg,2016,11.1,2.0,1.0,0.0,Hobsons Bay City Council,Western Metropolitan,5132.0
296,4,t,780000.0,S,hockingstuart,2016,11.1,2.0,2.0,593.4889333778223,Hobsons Bay City Council,Western Metropolitan,5132.0
297,3,u,720000.0,S,hockingstuart,2016,11.1,2.0,2.0,593.4889333778223,Hobsons Bay City Council,Western Metropolitan,5132.0
298,3,h,705000.0,SP,Village,2016,11.1,2.0,2.0,593.4889333778223,Hobsons Bay City Council,Western Metropolitan,5132.0
299,3,h,588000.0,S,Williams,2016,11.1,1.0,1.0,328.0,Hobsons Bay City Council,Western Metropolitan,5132.0
300,4,h,720000.0,VB,hockingstuart,2016,11.1,2.0,2.0,593.4889333778223,Hobsons Bay City Council,Western Metropolitan,5132.0
301,3,h,710000.0,PI,Village,2016,11.1,1.0,3.0,540.0,Hobsons Bay City Council,Western Metropolitan,5132.0
302,2,h,550000.0,SP,RT,2016,11.1,1.0,1.0,593.4889333778223,Hobsons Bay City Council,Western Metropolitan,5132.0
303,3,u,640000.0,VB,hockingstuart,2016,11.1,2.0,2.0,593.4889333778223,Hobsons Bay City Council,Western Metropolitan,5132.0
304,3,h,537500.0,SP,hockingstuart,2016,11.1,2.0,2.0,593.4889333778223,Hobsons Bay City Council,Western Metropolitan,5132.0
306,4,h,875000.0,SP,Jas,2016,11.1,1.0,4.0,559.0,Hobsons Bay City Council,Western Metropolitan,5132.0
307,3,h,800000.0,S,Barlow,2016,11.1,2.0,2.0,593.4889333778223,Hobsons Bay City Council,Western Metropolitan,5132.0
308,3,t,713500.0,S,Greg,2016,11.1,2.0,2.0,593.4889333778223,Hobsons Bay City Council,Western Metropolitan,5132.0
310,3,h,700000.0,VB,Jas,2016,11.1,1.0,3.0,554.0,Hobsons Bay City Council,Western Metropolitan,5132.0
311,2,h,551000.0,SP,RT,2016,11.1,1.0,1.0,593.4889333778223,Hobsons Bay City Council,Western Metropolitan,5132.0
312,3,h,685000.0,SP,Greg,2016,11.1,2.0,2.0,593.4889333778223,Hobsons Bay City Council,Western Metropolitan,5132.0
313,2,t,640000.0,S,Williams,2017,11.1,1.0,1.0,252.0,Hobsons Bay City Council,Western Metropolitan,5132.0
314,4,h,650000.0,SP,Williams,2016,11.1,1.0,4.0,558.0,Hobsons Bay City Council,Western Metropolitan,5132.0
315,3,h,925000.0,SP,RT,2016,11.1,2.0,2.0,593.4889333778223,Hobsons Bay City Council,Western Metropolitan,5132.0
318,3,t,670000.0,VB,Greg,2016,11.1,2.0,2.0,593.4889333778223,Hobsons Bay City Council,Western Metropolitan,5132.0
319,3,h,680000.0,SP,Hunter,2016,11.1,2.0,2.0,593.4889333778223,Hobsons Bay City Council,Western Metropolitan,5132.0
320,3,h,765000.0,S,Greg,2016,11.1,2.0,2.0,593.4889333778223,Hobsons Bay City Council,Western Metropolitan,5132.0
321,3,h,675000.0,S,hockingstuart,2016,11.1,2.0,2.0,171.0,Hobsons Bay City Council,Western Metropolitan,5132.0
322,3,h,708000.0,S,Greg,2016,11.1,1.0,2.0,585.0,Hobsons Bay City Council,Western Metropolitan,5132.0
323,3,t,656000.0,SP,Gunn&Co,2016,11.1,2.0,2.0,593.4889333778223,Hobsons Bay City Council,Western Metropolitan,5132.0
324,4,h,883000.0,S,hockingstuart,2016,11.1,2.0,2.0,593.4889333778223,Hobsons Bay City Council,Western Metropolitan,5132.0
325,4,h,965000.0,SP,Gunn&Co,2016,11.1,1.0,4.0,851.0,Hobsons Bay City Council,Western Metropolitan,5132.0
326,3,h,870000.0,S,Hunter,2016,11.1,2.0,2.0,593.4889333778223,Hobsons Bay City Council,Western Metropolitan,5132.0
327,3,h,681000.0,PI,Village,2016,11.1,2.0,2.0,593.4889333778223,Hobsons Bay City Council,Western Metropolitan,5132.0
328,2,h,522500.0,SA,hockingstuart,2016,11.1,1.0,1.0,593.4889333778223,Hobsons Bay City Council,Western Metropolitan,5132.0
329,5,h,972000.0,S,Sweeney,2016,11.1,2.0,2.0,593.4889333778223,Hobsons Bay City Council,Western Metropolitan,5132.0
330,3,t,590000.0,PI,RT,2016,11.1,2.0,2.0,593.4889333778223,Hobsons Bay City Council,Western Metropolitan,5132.0
331,2,h,450000.0,PI,RT,2016,11.1,1.0,1.0,593.4889333778223,Hobsons Bay City Council,Western Metropolitan,5132.0
332,3,h,765000.0,S,Greg,2016,11.1,2.0,2.0,593.4889333778223,Hobsons Bay City Council,Western Metropolitan,5132.0
333,3,h,750000.0,VB,Greg,2016,11.1,2.0,2.0,593.4889333778223,Hobsons Bay City Council,Western Metropolitan,5132.0
334,3,h,680000.0,S,Sweeney,2016,11.1,1.0,3.0,551.0,Hobsons Bay City Council,Western Metropolitan,5132.0
336,2,t,510000.0,SP,Williams,2016,11.1,1.0,1.0,593.4889333778223,Hobsons Bay City Council,Western Metropolitan,5132.0
337,3,h,770000.0,SP,hockingstuart,2016,11.1,1.0,3.0,602.0,Hobsons Bay City Council,Western Metropolitan,5132.0
338,3,h,923000.0,S,Greg,2016,11.1,1.0,2.0,740.0,Hobsons Bay City Council,Western Metropolitan,5132.0
339,4,h,693000.0,SP,Raine&Horne,2016,11.1,2.0,4.0,315.0,Hobsons Bay City Council,Western Metropolitan,5132.0
340,3,h,620000.0,SP,Hunter,2016,11.1,2.0,2.0,276.0,Hobsons Bay City Council,Western Metropolitan,5132.0
341,3,h,800000.0,S,Buxton,2016,11.1,2.0,2.0,593.4889333778223,Hobsons Bay City Council,Western Metropolitan,5132.0
342,3,h,728500.0,S,Jas,2016,11.1,1.0,1.0,531.0,Hobsons Bay City Council,Western Metropolitan,5132.0
343,3,h,931000.0,S,hockingstuart,2016,11.1,2.0,1.0,590.0,Hobsons Bay City Council,Western Metropolitan,5132.0
344,3,h,988000.0,S,Sweeney,2016,11.1,1.0,4.0,715.0,Hobsons Bay City Council,Western Metropolitan,5132.0
345,3,h,590000.0,SP,RT,2016,11.1,2.0,2.0,593.4889333778223,Hobsons Bay City Council,Western Metropolitan,5132.0
346,3,h,590000.0,S,Village,2016,11.1,1.0,2.0,561.0,Hobsons Bay City Council,Western Metropolitan,5132.0
347,2,h,610000.0,S,RT,2016,11.1,1.0,2.0,691.0,Hobsons Bay City Council,Western Metropolitan,5132.0
349,3,h,815000.0,S,hockingstuart,2017,11.1,2.0,3.0,555.0,Hobsons Bay City Council,Western Metropolitan,5132.0
350,4,h,970000.0,S,Greg,2017,11.1,1.0,2.0,708.0,Hobsons Bay City Council,Western Metropolitan,5132.0
351,4,h,840000.0,S,hockingstuart,2016,11.1,2.0,2.0,593.4889333778223,Hobsons Bay City Council,Western Metropolitan,5132.0
352,3,h,840000.0,S,Sweeney,2016,11.1,2.0,2.0,593.4889333778223,Hobsons Bay City Council,Western Metropolitan,5132.0
353,4,h,760000.0,S,Hunter,2016,11.1,1.0,3.0,668.0,Hobsons Bay City Council,Western Metropolitan,5132.0
354,3,h,852500.0,S,RT,2016,11.1,2.0,2.0,593.4889333778223,Hobsons Bay City Council,Western Metropolitan,5132.0
355,4,t,847500.0,S,RT,2016,11.1,3.0,1.0,252.0,Hobsons Bay City Council,Western Metropolitan,5132.0
356,4,h,1200000.0,SP,RT,2016,11.1,1.0,4.0,633.0,Hobsons Bay City Council,Western Metropolitan,5132.0
357,3,h,630000.0,S,RT,2016,11.1,2.0,2.0,593.4889333778223,Hobsons Bay City Council,Western Metropolitan,5132.0
359,3,h,700000.0,SP,Hunter,2016,11.1,1.0,1.0,557.0,Hobsons Bay City Council,Western Metropolitan,5132.0
360,3,h,625000.0,PI,Hunter,2016,11.1,1.0,1.0,536.0,Hobsons Bay City Council,Western Metropolitan,5132.0
361,2,u,292000.0,S,Jas,2016,11.1,1.0,1.0,153.0,Hobsons Bay City Council,Western Metropolitan,5132.0
362,3,t,640000.0,PI,hockingstuart,2016,11.1,2.0,2.0,593.4889333778223,Hobsons Bay City Council,Western Metropolitan,5132.0
363,3,h,800000.0,SP,RT,2016,11.1,2.0,2.0,593.4889333778223,Hobsons Bay City Council,Western Metropolitan,5132.0
365,2,u,599000.0,S,Jellis,2016,6.3,1.0,1.0,0.0,Stonnington City Council,Southern Metropolitan,4836.0
366,2,u,550000.0,VB,Noel,2016,6.3,1.0,0.0,861.0,Stonnington City Council,Southern Metropolitan,4836.0
367,3,u,995000.0,S,Marshall,2016,6.3,2.0,2.0,0.0,Stonnington City Council,Southern Metropolitan,4836.0
368,3,t,1205000.0,S,Jellis,2016,6.3,2.0,2.0,101.0,Stonnington City Council,Southern Metropolitan,4836.0
370,3,h,2675000.0,S,Marshall,2016,6.3,2.0,2.0,593.4889333778223,Stonnington City Council,Southern Metropolitan,4836.0
371,3,h,1939000.0,S,Jellis,2016,6.3,2.0,2.0,296.0,Stonnington City Council,Southern Metropolitan,4836.0
372,1,u,421500.0,S,Biggin,2016,6.3,1.0,0.0,0.0,Stonnington City Council,Southern Metropolitan,4836.0
373,2,u,585000.0,SP,hockingstuart,2016,6.3,1.0,1.0,593.4889333778223,Stonnington City Council,Southern Metropolitan,4836.0
374,3,h,2050000.0,S,Marshall,2017,6.3,2.0,2.0,593.4889333778223,Stonnington City Council,Southern Metropolitan,4836.0
375,3,h,1870000.0,S,Hodges,2017,6.3,1.0,1.0,217.0,Stonnington City Council,Southern Metropolitan,4836.0
377,2,u,678000.0,S,hockingstuart,2017,6.3,1.0,2.0,0.0,Stonnington City Council,Southern Metropolitan,4836.0
380,3,t,1918000.0,SP,Jellis,2017,6.3,2.0,2.0,0.0,Stonnington City Council,Southern Metropolitan,4836.0
382,2,u,660000.0,SP,hockingstuart,2017,6.3,1.0,1.0,0.0,Stonnington City Council,Southern Metropolitan,4836.0
383,3,h,2050000.0,S,Marshall,2017,6.3,2.0,1.0,205.0,Stonnington City Council,Southern Metropolitan,4836.0
386,2,u,700000.0,VB,Jellis,2016,6.3,1.0,2.0,0.0,Stonnington City Council,Southern Metropolitan,4836.0
387,2,u,3625000.0,S,Jellis,2016,6.3,2.0,2.0,0.0,Stonnington City Council,Southern Metropolitan,4836.0
388,4,h,3000000.0,VB,Jellis,2016,6.3,2.0,2.0,1581.0,Stonnington City Council,Southern Metropolitan,4836.0
389,2,h,1930000.0,S,Jellis,2016,6.3,1.0,1.0,593.4889333778223,Stonnington City Council,Southern Metropolitan,4836.0
390,5,h,1525000.0,PI,Jellis,2016,6.3,2.0,2.0,693.0,Stonnington City Council,Southern Metropolitan,4836.0
392,3,u,735000.0,PI,Marshall,2016,6.3,2.0,1.0,2113.0,Stonnington City Council,Southern Metropolitan,4836.0
393,2,u,825000.0,S,Jellis,2016,6.3,1.0,1.0,0.0,Stonnington City Council,Southern Metropolitan,4836.0
394,3,t,1586000.0,S,RT,2016,6.3,2.0,2.0,246.0,Stonnington City Council,Southern Metropolitan,4836.0
399,2,u,645000.0,S,Marshall,2016,6.3,1.0,1.0,0.0,Stonnington City Council,Southern Metropolitan,4836.0
400,1,h,1435000.0,SP,Jellis,2016,6.3,2.0,1.0,144.0,Stonnington City Council,Southern Metropolitan,4836.0
402,1,u,280000.0,PI,hockingstuart,2016,6.3,1.0,1.0,0.0,Stonnington City Council,Southern Metropolitan,4836.0
403,1,u,400000.0,PI,hockingstuart,2016,6.3,1.0,1.0,0.0,Stonnington City Council,Southern Metropolitan,4836.0
405,2,h,1780000.0,S,Marshall,2016,6.3,2.0,2.0,0.0,Stonnington City Council,Southern Metropolitan,4836.0
407,2,u,592500.0,S,hockingstuart,2016,6.3,1.0,1.0,0.0,Stonnington City Council,Southern Metropolitan,4836.0
409,2,h,1210000.0,S,Marshall,2016,6.3,1.0,0.0,249.0,Stonnington City Council,Southern Metropolitan,4836.0
410,4,h,2801000.0,S,Marshall,2016,6.3,2.0,2.0,624.0,Stonnington City Council,Southern Metropolitan,4836.0
414,1,u,390000.0,S,Jellis,2016,6.3,1.0,0.0,881.0,Stonnington City Council,Southern Metropolitan,4836.0
416,3,h,1800000.0,PI,RT,2016,6.3,2.0,2.0,405.0,Stonnington City Council,Southern Metropolitan,4836.0
418,4,h,2200000.0,PI,Jellis,2016,6.3,1.0,2.0,495.0,Stonnington City Council,Southern Metropolitan,4836.0
420,1,u,324000.0,S,Jellis,2016,6.3,1.0,1.0,0.0,Stonnington City Council,Southern Metropolitan,4836.0
426,6,h,5525000.0,S,Marshall,2016,6.3,3.0,4.0,1491.0,Stonnington City Council,Southern Metropolitan,4836.0
428,2,h,1125000.0,S,RT,2016,6.3,1.0,2.0,169.0,Stonnington City Council,Southern Metropolitan,4836.0
429,3,h,2250000.0,S,Marshall,2016,6.3,3.0,1.0,301.0,Stonnington City Council,Southern Metropolitan,4836.0
430,3,h,2360000.0,S,hockingstuart,2017,6.3,2.0,0.0,336.0,Stonnington City Council,Southern Metropolitan,4836.0
431,2,h,1900000.0,VB,Jellis,2017,6.3,2.0,0.0,207.0,Stonnington City Council,Southern Metropolitan,4836.0
432,1,u,440000.0,SP,Jellis,2017,6.3,1.0,1.0,0.0,Stonnington City Council,Southern Metropolitan,4836.0
435,2,u,490000.0,PI,Ray,2016,6.3,1.0,1.0,0.0,Stonnington City Council,Southern Metropolitan,4836.0
437,3,h,2365000.0,S,Marshall,2016,6.3,2.0,1.0,316.0,Stonnington City Council,Southern Metropolitan,4836.0
438,3,h,1300000.0,VB,Jellis,2016,6.3,1.0,2.0,212.0,Stonnington City Council,Southern Metropolitan,4836.0
440,3,u,732000.0,S,Gary,2016,6.3,2.0,2.0,0.0,Stonnington City Council,Southern Metropolitan,4836.0
441,2,u,704000.0,SP,Greg,2016,6.3,1.0,1.0,0.0,Stonnington City Council,Southern Metropolitan,4836.0
444,2,u,620000.0,VB,Marshall,2016,6.3,1.0,1.0,0.0,Stonnington City Council,Southern Metropolitan,4836.0
445,3,h,1900000.0,S,Marshall,2016,6.3,1.0,2.0,328.0,Stonnington City Council,Southern Metropolitan,4836.0
449,1,u,315000.0,SP,Fletchers,2016,6.3,1.0,1.0,0.0,Stonnington City Council,Southern Metropolitan,4836.0
451,3,h,1992000.0,S,Jellis,2016,6.3,2.0,2.0,593.4889333778223,Stonnington City Council,Southern Metropolitan,4836.0
452,1,u,450000.0,PI,hockingstuart,2016,6.3,1.0,1.0,0.0,Stonnington City Council,Southern Metropolitan,4836.0
453,2,u,710000.0,S,Jellis,2017,6.3,1.0,1.0,2471.0,Stonnington City Council,Southern Metropolitan,4836.0
454,2,u,872000.0,S,Jellis,2017,6.3,1.0,1.0,1194.0,Stonnington City Council,Southern Metropolitan,4836.0
455,2,u,598000.0,S,hockingstuart,2017,6.3,1.0,1.0,0.0,Stonnington City Council,Southern Metropolitan,4836.0
457,3,h,1285000.0,S,Marshall,2017,6.3,1.0,2.0,186.0,Stonnington City Council,Southern Metropolitan,4836.0
458,4,h,3660000.0,S,Jellis,2017,6.3,3.0,2.0,421.0,Stonnington City Council,Southern Metropolitan,4836.0
461,2,u,520000.0,S,hockingstuart,2016,6.3,1.0,1.0,0.0,Stonnington City Council,Southern Metropolitan,4836.0
462,4,h,2760000.0,S,Marshall,2016,6.3,2.0,2.0,593.4889333778223,Stonnington City Council,Southern Metropolitan,4836.0
464,2,u,690000.0,VB,Jellis,2016,6.3,1.0,1.0,593.4889333778223,Stonnington City Council,Southern Metropolitan,4836.0
465,4,h,3625000.0,S,Jellis,2016,6.3,1.0,2.0,709.0,Stonnington City Council,Southern Metropolitan,4836.0
466,4,h,4200000.0,VB,Kay,2016,6.3,3.0,3.0,563.0,Stonnington City Council,Southern Metropolitan,4836.0
467,3,t,1101000.0,S,Jellis,2016,6.3,1.0,2.0,103.0,Stonnington City Council,Southern Metropolitan,4836.0
468,3,h,3512500.0,S,Marshall,2016,6.3,2.0,2.0,617.0,Stonnington City Council,Southern Metropolitan,4836.0
471,4,h,2000000.0,PI,Marshall,2016,6.3,3.0,4.0,544.0,Stonnington City Council,Southern Metropolitan,4836.0
473,3,u,869000.0,S,Jellis,2016,6.3,1.0,1.0,0.0,Stonnington City Council,Southern Metropolitan,4836.0
474,2,u,577000.0,S,Jellis,2016,6.3,1.0,1.0,593.4889333778223,Stonnington City Council,Southern Metropolitan,4836.0
477,3,h,2865000.0,S,Marshall,2016,6.3,2.0,2.0,593.4889333778223,Stonnington City Council,Southern Metropolitan,4836.0
478,5,h,2810000.0,S,Marshall,2016,6.3,2.0,2.0,617.0,Stonnington City Council,Southern Metropolitan,4836.0
479,2,u,565000.0,S,Ray,2016,6.3,1.0,1.0,0.0,Stonnington City Council,Southern Metropolitan,4836.0
480,1,u,567000.0,S,hockingstuart,2016,6.3,1.0,1.0,0.0,Stonnington City Council,Southern Metropolitan,4836.0
481,2,u,546000.0,SP,hockingstuart,2016,6.3,1.0,0.0,0.0,Stonnington City Council,Southern Metropolitan,4836.0
483,2,u,471500.0,S,Ray,2016,6.3,1.0,1.0,0.0,Stonnington City Council,Southern Metropolitan,4836.0
485,2,u,455000.0,S,Nelson,2016,5.9,1.0,2.0,0.0,Moonee Valley City Council,Western Metropolitan,6567.0
486,3,h,940000.0,S,Nelson,2016,5.9,1.0,2.0,298.0,Moonee Valley City Council,Western Metropolitan,6567.0
487,2,u,467000.0,SP,Brad,2016,5.9,1.0,1.0,0.0,Moonee Valley City Council,Western Metropolitan,6567.0
489,3,h,895000.0,S,Nelson,2016,5.9,2.0,2.0,593.4889333778223,Moonee Valley City Council,Western Metropolitan,6567.0
490,3,h,1380000.0,SP,Nelson,2017,5.9,2.0,2.0,277.0,Moonee Valley City Council,Western Metropolitan,6567.0
491,2,u,490000.0,VB,Jellis,2017,5.9,1.0,1.0,423.0,Moonee Valley City Council,Western Metropolitan,6567.0
492,4,h,1850000.0,S,Brad,2017,5.9,3.0,1.0,478.0,Moonee Valley City Council,Western Metropolitan,6567.0
493,3,h,1284000.0,S,Woodards,2017,5.9,1.0,2.0,623.0,Moonee Valley City Council,Western Metropolitan,6567.0
494,3,h,971000.0,SP,Nelson,2016,5.9,2.0,2.0,285.0,Moonee Valley City Council,Western Metropolitan,6567.0
495,2,h,710000.0,PI,Nelson,2016,5.9,1.0,1.0,214.0,Moonee Valley City Council,Western Metropolitan,6567.0
496,6,h,2425000.0,PI,Brad,2016,5.9,3.0,2.0,1014.0,Moonee Valley City Council,Western Metropolitan,6567.0
497,2,h,750000.0,SP,Maddison,2016,5.9,1.0,1.0,226.0,Moonee Valley City Council,Western Metropolitan,6567.0
498,2,h,840000.0,S,Brad,2016,5.9,1.0,1.0,593.4889333778223,Moonee Valley City Council,Western Metropolitan,6567.0
499,2,h,1053000.0,S,Nelson,2016,5.9,1.0,1.0,269.0,Moonee Valley City Council,Western Metropolitan,6567.0
500,3,h,1377000.0,S,Nelson,2016,5.9,1.0,1.0,417.0,Moonee Valley City Council,Western Metropolitan,6567.0
501,3,h,970000.0,S,Brad,2016,5.9,1.0,2.0,350.0,Moonee Valley City Council,Western Metropolitan,6567.0
502,2,h,940000.0,S,Nelson,2016,5.9,1.0,1.0,330.0,Moonee Valley City Council,Western Metropolitan,6567.0
503,2,h,751000.0,PI,Nelson,2016,5.9,1.0,1.0,118.0,Moonee Valley City Council,Western Metropolitan,6567.0
504,2,h,950000.0,SP,Raine,2016,5.9,1.0,1.0,173.0,Moonee Valley City Council,Western Metropolitan,6567.0
506,2,u,685000.0,S,Brad,2016,5.9,1.0,2.0,228.0,Moonee Valley City Council,Western Metropolitan,6567.0
508,3,h,1230000.0,S,Nelson,2016,5.9,1.0,2.0,594.0,Moonee Valley City Council,Western Metropolitan,6567.0
509,2,h,636500.0,S,Jellis,2016,5.9,1.0,1.0,0.0,Moonee Valley City Council,Western Metropolitan,6567.0
510,3,h,910000.0,S,Raine,2016,5.9,1.0,0.0,317.0,Moonee Valley City Council,Western Metropolitan,6567.0
511,2,h,872500.0,PI,Jellis,2016,5.9,1.0,1.0,593.4889333778223,Moonee Valley City Council,Western Metropolitan,6567.0
512,2,h,770000.0,PI,Nelson,2016,5.9,1.0,1.0,226.0,Moonee Valley City Council,Western Metropolitan,6567.0
513,2,t,490000.0,PI,Alexkarbon,2016,5.9,1.0,1.0,593.4889333778223,Moonee Valley City Council,Western Metropolitan,6567.0
514,3,h,960000.0,S,Walshe,2016,5.9,2.0,2.0,229.0,Moonee Valley City Council,Western Metropolitan,6567.0
515,4,h,890000.0,SP,Raine,2016,5.9,1.0,1.0,300.0,Moonee Valley City Council,Western Metropolitan,6567.0
516,2,h,965000.0,S,Nelson,2016,5.9,1.0,1.0,170.0,Moonee Valley City Council,Western Metropolitan,6567.0
518,4,h,1200000.0,PI,Nelson,2017,5.9,2.0,2.0,593.4889333778223,Moonee Valley City Council,Western Metropolitan,6567.0
519,3,h,1440000.0,S,Nelson,2017,5.9,1.0,1.0,487.0,Moonee Valley City Council,Western Metropolitan,6567.0
520,2,h,955000.0,S,Woodards,2017,5.9,1.0,0.0,255.0,Moonee Valley City Council,Western Metropolitan,6567.0
521,2,u,450000.0,VB,Nelson,2016,5.9,1.0,1.0,0.0,Moonee Valley City Council,Western Metropolitan,6567.0
522,3,h,801000.0,S,Jellis,2016,5.9,1.0,2.0,431.0,Moonee Valley City Council,Western Metropolitan,6567.0
524,3,h,770000.0,SP,Rendina,2016,5.9,2.0,2.0,593.4889333778223,Moonee Valley City Council,Western Metropolitan,6567.0
525,3,h,1000000.0,PI,Brad,2016,5.9,2.0,2.0,440.0,Moonee Valley City Council,Western Metropolitan,6567.0
526,3,h,1435000.0,S,Nelson,2016,5.9,2.0,2.0,532.0,Moonee Valley City Council,Western Metropolitan,6567.0
527,1,u,390000.0,S,Alexkarbon,2016,5.9,1.0,1.0,0.0,Moonee Valley City Council,Western Metropolitan,6567.0
528,3,h,1425000.0,PI,Jellis,2016,5.9,2.0,2.0,495.0,Moonee Valley City Council,Western Metropolitan,6567.0
529,3,h,925000.0,S,Nelson,2016,5.9,2.0,2.0,593.4889333778223,Moonee Valley City Council,Western Metropolitan,6567.0
